Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_RELIC_CALIBAN_EXT,,"Void Essence, Dark Heart of Caliban",虚無の精髄、カリバンの闇の心臓,"Leere-Essenz, Dunkles Herz von Caliban","Essence du Néant, Cœur Sombre de Caliban","Esencia del Vacío, Corazón Oscuro de Caliban","Essência do Vazio, Coração Negro de Caliban","Эссенция Пустоты, Тёмное Сердце Калибана","Essenza del Vuoto, Cuore Oscuro di Caliban",虛無精華，卡利班的黑暗之心,虚空精华，卡利班之暗心,"공허의 정수, 칼리반의 어두운 심장","Esencja Pustki, Mroczne Serce Calibana","Сутність Порожнечі, Темне Серце Калібана","Leegte-essentie, Duister Hart van Caliban","Boşluk Özü, Caliban'ın Karanlık Kalbi"
L_RELIC_ARIAMAKI,,Ribcracker,リブクラッカー,Rippenspalter,Brise-côtes,Rompecostillas,Quebra-costelas,Ребролом,Spaccacostole,肋骨粉碎者,碎肋者,갈비분쇄기,Żebrołamacz,Трощитель Ребер,Ribbenkraker,Kaburgakıran
L_RELIC_ARIAMAKI_EXT,,"Ribcracker, Otherworldly Rod of Ariamaki",リブクラッカー、アリアマキの異界の杖,"Rippenbrecher, Jenseitiger Stab von Ariamaki","Brise-Côtes, Bâton Surnaturel d'Ariamaki","Rompecostillas, Vara Extraplanar de Ariamaki","Quebra-costelas, Bastão Transcendental de Ariamaki","Ребролом, Потусторонний Жезл Ариамаки","Spaccacostole, Verga Ultraterrena di Ariamaki",碎肋者，亞里亞瑪基的異界法杖,碎肋者，亚里亚玛奇的异界法杖,"갈비뼈분쇄기, 아리아마키의 이계의 지팡이","Łamacz Żeber, Pozaświatowa Różdżka Ariamaki","Ребролом, Потойбічний Жезл Аріамакі","Ribbenkraker, Buitenwereldse Staf van Ariamaki","Kaburgakıran, Ariamaki'nin Ötedünyasal Asası"
L_RELIC_ANNELTHA,,Vitreous,ヴィトレアス,Gläsern,Vitreux,Vítreo,Vítreo,Витреус,Vitreo,玻璃體,玻璃体,유리질,Szklisty,Склоподібний,Glazig,Camsı
L_RELIC_ANNELTHA_EXT,,"Vitreous, Crystal Eye of Anneltha",ヴィトレアス、アンネルサの水晶の眼,"Vitreus, Kristallauge von Anneltha","Vitreux, Œil de Cristal d'Anneltha","Vítreo, Ojo de Cristal de Anneltha","Vítreo, Olho de Cristal de Anneltha","Витреус, Хрустальный Глаз Аннелты","Vitreo, Occhio Cristallino di Anneltha",維特勒斯，安妮爾薩的水晶之眼,维特里斯，安妮莎的水晶之眼,"비트레우스, 안넬타의 수정 눈","Szkliste, Kryształowe Oko Annelthy","Вітреус, Кришталеве Око Аннелти","Vitreus, Kristallen Oog van Anneltha","Vitreous, Anneltha'nın Kristal Gözü"
L_RELIC_ROBO,,5740-NG,5740-NG,5740-NG,5740-NG,5740-NG,5740-NG,5740-NG,5740-NG,5740-NG,5740-NG,5740-NG,5740-NG,5740-NG,5740-NG,5740-NG
L_RELIC_ROBO_EXT,,"5740-NG, Impenetrable Plate of 4080",5740-NG、4080の貫通不能な鎧,"5740-NG, Undurchdringliche Platte von 4080","5740-NG, Plaque Impénétrable de 4080","5740-NG, Placa Impenetrable de 4080","5740-NG, Placa Impenetrável de 4080","5740-NG, Непробиваемая Пластина 4080","5740-NG, Corazza Impenetrabile di 4080",5740-NG，堅不可摧的4080護甲,5740-NG，坚不可摧的4080护甲,"5740-NG, 4080의 난공불락 판금","5740-NG, Nieprzenikniona Płyta 4080","5740-NG, Непробивна Пластина 4080","5740-NG, Ondoordringbare Plaat van 4080","5740-NG, 4080'in Nüfuz Edilemez Zırhı"
L_RELIC_GENAROS,,Brambleskin,ブランブルスキン,Dornenhaut,Peau-de-Ronce,Piel de Zarza,Pele de Espinhos,Шиповник,Pellepruno,荊皮,荆皮,가시피부,Ciernista Skóra,Шипошкір,Doornhuid,Dikenpost
L_RELIC_GENAROS_EXT,,"Brambleskin, Spiked Carapace of Genaros",ゲナロスの棘付き甲殻「ブランブルスキン」,"Dornenhaut, Stacheliger Panzer von Genaros","Peau de Ronce, Carapace Épineuse de Genaros","Piel de Zarza, Caparazón con Púas de Genaros","Pele de Espinhos, Carapaça Espinhosa de Genaros","Шиповник, Шкура Генароса","Pellepruno, Carapace Spinoso di Genaros",刺棘皮，傑納洛斯的尖刺甲殼,刺棘皮，杰纳罗斯的尖刺甲壳,"가시 껍질, 게나로스의 가시 갑옷","Ciernista Skóra, Kolczasty Pancerz Genarosa","Шипошкіра, Колючий Панцир Генароса","Doornhuid, Gepunte Pantser van Genaros","Dikenteni, Genaros'un Dikenli Kabuğu"
L_RELIC_ALEXANDRIA,,Mutatias,ムタティアス,Mutatias,Mutatias,Mutatias,Mutatias,Мутатиас,Mutatias,變異亞斯,变异体,뮤테이셔스,Mutatias,Мутатіас,Mutatias,Mutatias
L_RELIC_ALEXANDRIA_EXT,,"Mutatias, War Scissors of Alexandria",ムタティアス、アレクサンドリアの戦闘鋏,"Mutatias, Kriegsschere von Alexandria","Mutatias, Ciseaux de Guerre d'Alexandrie","Mutatias, Tijeras de Guerra de Alejandría","Mutatias, Tesouras de Guerra de Alexandria","Мутатиас, Боевые Ножницы Герона","Mutatias, Forbici da Guerra di Alessandria",穆塔提亞斯，亞歷山大的戰爭剪刀,穆塔提亚斯，亚历山大的战争剪刀,"뮤타티아스, 알렉산드리아의 전쟁 가위","Mutatias, Wojenne Nożyce Aleksandrii","Мутатіас, Бойові Ножиці Александрії","Mutatias, Oorlogsschaar van Alexandrië","Mutatias, İskenderiye'nin Savaş Makasları"
L_RELIC_MUSE,,Ripplevein,リップルヴェイン,Wellenfaser,Veinondulante,Venarizada,Veia Ondulante,Риппелвейн,Venaruscello,漣脈,涟脉,리플베인,Żyłopływ,Хвилевена,Rimpelader,Dalgadamar
L_RELIC_MUSE_EXT,,"Ripplevein, Imbued Brush of Muse",リップルヴェイン、霊感を宿した筆,"Wellenfaser, Beseelter Pinsel der Muse","Veinondulante, Pinceau Imprégné de la Muse","Venaondulante, Pincel Imbuido de la Musa","Veia Ondulante, Pincel Imbuído da Musa","Риппельвейн, Очарованная Кисть Музы","Venafluente, Pennello Infuso della Musa",漣脈，繆思蘊靈畫筆,涟脉，缪斯赋能之笔,"물결맥, 영감의 주입된 붓","Żyłotok, Nasycony Pędzel Muzy","Хвилевена, Наснажений Пензель Музи","Rimpelader, Doordrenkte Penseel van de Muze","Dalgadamar, İlham Perisinin Büyülü Fırçası"
L_RELIC_RECLUSA,,Fatum & Fortuna,フェイタム＆フォルトゥナ,Fatum & Fortuna,Fatum & Fortuna,Fatum & Fortuna,Fatum & Fortuna,Фатум и Фортуна,Fatum & Fortuna,命運與幸運,命运与机遇,운명과 행운,Fatum & Fortuna,Фатум і Фортуна,Fatum & Fortuna,Kader & Talih
L_RELIC_RECLUSA_EXT,,"Fatum & Fortuna, Loaded Dice of Reclusa",フェイタム＆フォルトゥナ、レクルーサの仕込みサイコロ,"Fatum & Fortuna, Geladene Würfel von Reclusa","Fatum & Fortuna, Dés Pipés de Reclusa","Fatum & Fortuna, Dados Cargados de Reclusa","Fatum & Fortuna, Dados Viciados de Reclusa","Фатум и Фортуна, Краплёные Кости Реклюзы","Fatum & Fortuna, Dadi Truccati di Reclusa",命運與幸運，雷克魯薩的加重骰子,命运与幸运，雷克鲁萨的加重骰子,"파툼 & 포르투나, 레클루사의 속임수 주사위","Fatum & Fortuna, Zaklęte Kości Reclusy","Фатум і Фортуна, Заряджені Кістки Реклюзи","Fatum & Fortuna, Beladen Dobbelstenen van Reclusa","Fatum & Fortuna, Reclusa'nın Hileli Zarları"
L_RELIC_SHALLAN,,Fable,寓話,Fabel,Fable,Fábula,Fábula,Фабула,Favola,寓言,寓言,우화,Baśń,Байка,Fabel,Masal
L_RELIC_SHALLAN_EXT,,"Fable, Mythical Stone of Shallan",伝説、シャランの神秘の石,"Fabel, Mythischer Stein von Shallan","Fable, Pierre Mythique de Shallan","Fábula, Piedra Mítica de Shallan","Fábula, Pedra Mítica de Shallan","Фабула, Мифический Камень Шаллан","Favola, Pietra Mitica di Shallan",寓言，沙蘭的神話石,寓言，沙兰的神话之石,"우화, 샬란의 신화석","Baśń, Mityczny Kamień Shallan","Байка, Міфічний Камінь Шаллану","Fabel, Mythische Steen van Shallan","Masal, Shallan'ın Efsanevi Taşı"
L_RELIC_TMEREMRGO,,Amalgam,アマルガム,Amalgam,Amalgame,Amalgama,Amálgama,Амальгама,Amalgama,融合體,融合体,혼합체,Amalgamat,Амальгама,Amalgaam,Amalgam
L_RELIC_TMEREMRGO_EXT,,"Amalgam, Warped Mirror of T'mere M'rgo",アマルガム、ト・メレ・ム・ルゴの歪んだ鏡,"Amalgam, Verzerrter Spiegel von T'mere M'rgo","Amalgame, Miroir Déformé de T'mere M'rgo","Amalgama, Espejo Distorsionado de T'mere M'rgo","Amálgama, Espelho Distorcido de T'mere M'rgo","Амальгама, Кривое Зеркало Т'мере М'рго","Amalgama, Specchio Distorto di T'mere M'rgo",混合體，特米爾·姆戈的扭曲之鏡,融合体，特米尔·姆戈的扭曲之镜,"아말감, 트메레 므르고의 뒤틀린 거울","Amalgamat, Wypaczony Luster T'mere M'rgo","Амальгама, Викривлене Дзеркало Т'мере М'рґо","Amalgaam, Verwrongen Spiegel van T'mere M'rgo","Amalgam, T'mere M'rgo'nun Çarpık Aynası"
L_PERS_LAZY,,Lazy,怠惰,Faul,Paresseux,Perezoso,Preguiçoso,Ленивый,Pigro,懶惰,懒惰,게으른,Leniwy,Лінивий,Lui,Tembel
L_PERS_APATHETIC,,Apathetic,無関心,Teilnahmslos,Apathique,Apático,Apático,Апатичный,Apatico,冷漠,冷漠,무관심한,Apatyczny,Байдужий,Onverschillig,Kayıtsız
L_PERS_INDIFFERENT,,Indifferent,無関心,Gleichgültig,Indifférent,Indiferente,Indiferente,Безразличный,Indifferente,冷漠,冷漠,무관심한,Obojętny,Байдужий,Onverschillig,Kayıtsız
L_PERS_RELAXED,,Relaxed,リラックス,Entspannt,Détendu,Relajado,Relaxado,Расслабленный,Rilassato,放鬆,放松,편안한,Zrelaksowany,Розслаблений,Ontspannen,Rahat
L_PERS_RECKLESS,,Reckless,無謀,Leichtsinnig,Téméraire,Temerario,Imprudente,Безрассудный,Spericolato,魯莽,鲁莽,무모한,Lekkomyślny,Необачний,Roekeloos,Pervasız
L_PERS_BRAVE,,Brave,勇敢,Tapfer,Brave,Valiente,Corajoso,Храбрый,Coraggioso,勇敢,勇敢,용감한,Odważny,Хоробрий,Moedig,Cesur
L_PERS_BRUTAL,,Brutal,ブルータル,Brutal,Brutal,Brutal,Brutal,Жестокий,Brutale,殘暴,残暴,잔혹한,Brutalny,Жорстокий,Meedogenloos,Acımasız
L_PERS_DARING,,Daring,大胆不敵,Wagemutig,Audacieux,Audaz,Ousadia,Дерзкий,Audace,大膽,勇敢,대담한,Śmiałość,Відважний,Gedurfd,Cesur
L_PERS_SELFLESS,,Selfless,無私,Selbstlos,Altruiste,Desinteresado,Altruísta,Самоотверженный,Altruista,無私,无私,무아지경,Bezinteresowny,Самовідданий,Onbaatzuchtig,Özverili
L_PERS_PROTECTIVE,,Protective,防御的,Schützend,Protecteur,Protector,Protetora,Защитник,Protettivo,防護,防护,보호의,Ochronny,Захисний,Beschermend,Koruyucu
L_PERS_GENTLE,,Gentle,優しい,Sanft,Doux,Suave,Suave,Нежный,Gentile,溫和,温和,온화한,Łagodny,Лагідний,Zacht,Nazik
L_PERS_PEACEFUL,,Peaceful,平和な,Friedlich,Paisible,Pacífico,Pacífico,Мирный,Pacifico,和平,平和,평화로운,Spokojny,Мирний,Vredig,Huzurlu
L_PERS_ANALYTICAL,,Analytical,分析的,Analytisch,Analytique,Analítico,Analítico,Умный,Analitico,分析性,分析性,분석적,Analityczny,Аналітичний,Analytisch,Analitik
L_PERS_CAREFUL,,Careful,注意,Vorsichtig,Prudence,Cuidado,Cuidado,Осторожный,Attento,小心,小心,조심해,Ostrożnie,Обережно,Voorzichtig,Dikkatli
L_PERS_CLEVER,,Clever,賢い,Klug,Astucieux,Astuto,Esperto,Хитрый,Astuto,機智,机智,영리한,Sprytny,Кмітливий,Slim,Kurnaz
L_PERS_SHREWD,,Shrewd,抜け目ない,Gerissen,Astucieux,Astuto,Astuto,Прозорливый,Astuto,精明,精明,교활한,Przebiegły,Хитрий,Sluw,Kurnaz
L_PERS_NERVOUS,,Nervous,緊張した,Nervös,Nerveux,Nervioso,Nervoso,Нервный,Nervoso,緊張,紧张,긴장한,Zdenerwowany,Нервовий,Nerveus,Gergin
L_PERS_BASHFUL,,Bashful,内気な,Schüchtern,Timide,Tímido,Tímido,Тихоня,Timido,害羞的,害羞的,수줍음,Nieśmiały,Сором'язливий,Verlegen,Utangaç
L_PERS_SHY,,Shy,内気,Schüchtern,Timide,Tímido,Tímido,Застенчивый,Timido,害羞,害羞,수줍음,Nieśmiały,Сором'язливий,Verlegen,Utangaç
L_PERS_TIMID,,Timid,臆病な,Schüchtern,Timide,Tímido,Tímido,Робкий,Timido,膽小,胆小的,소심한,Nieśmiały,Боязкий,Verlegen,Çekingen
L_BIOME_LIFE,,Azure Dream,蒼き夢,Azurtraum,Rêve d'Azur,Sueño Azur,Sonho Azul,Лазурный Сон,Sogno Azzurro,蒼藍夢境,蔚蓝梦境,푸른 꿈,Lazurowy Sen,Лазуровий Сон,Azuurblauwe Droom,Mavi Rüya
L_BIOME_DEATH,,Path of the Damned,呪われし者の道,Pfad der Verdammten,Chemin des Damnés,Camino de los Condenados,Caminho dos Condenados,Путь Проклятых,Sentiero dei Dannati,詛咒之途,诅咒之路,저주받은 자의 길,Ścieżka Potępionych,Шлях Проклятих,Pad der Verdoemden,Lanetlilerin Yolu
L_BIOME_NATURE,,The Swamplands,湿地帯,Die Sümpfe,Les Marécages,Los Pantanos,Os Pântanos,Болотные Земли,Le Paludi,沼澤地帶,沼泽地,늪지대,Mokradła,Болотні землі,De Moeraslanden,Bataklık Toprakları
L_BIOME_SORCERY,,Refuge of the Magi,魔術師の避難所,Zuflucht der Magier,Refuge des Mages,Refugio de los Magos,Refúgio dos Magos,Пристанище Магов,Rifugio dei Maghi,魔法師的庇護所,法师避难所,마법사들의 피난처,Schronienie Magów,Притулок Магів,Toevluchtsoord van de Magiërs,Büyücülerin Sığınağı
L_BIOME_CHAOS,,Great Pandemonium,大混沌,Großes Pandemonium,Grand Pandémonium,Gran Pandemonio,Grande Pandemonium,Великий Пандемоний,Grande Pandemonium,大混亂,大混乱,대혼란,Wielki Pandemonium,Великий Пандемоніум,Groot Pandemonium,Büyük Kargaşa
L_BIOME_GRASSLAND,,Unsullied Meadows,穢れなき草原,Unbefleckte Auen,Prairies Immaculées,Prados Inmaculados,Campinas Imaculadas,Девственные Луга,Prati Incontaminati,純淨草原,纯净草原,오염되지 않은 초원,Nieskalane Łąki,Незаплямовані Луки,Onbevlekte Weiden,Lekesiz Çayırlar
L_BIOME_SNOW,,Frostbite Caverns,フロストバイト洞窟,Frosthöhlen,Cavernes du Gel Mordant,Cavernas Heladas,Cavernas da Mordida Gélida,Морозные Пещеры,Caverne del Gelo Mordente,霜咬洞窟,霜噬洞穴,서리물림 동굴,Lodowe Jaskinie,Крижані Печери,Ijsbijtgrotten,Ayaz Mağaraları
L_BIOME_DUNGEON,,Torture Chamber,拷問室,Folterkammer,Chambre de torture,Cámara de Tortura,Câmara de Tortura,Камера Пыток,Camera di Tortura,刑求室,刑讯室,고문실,Sala Tortur,Катівня,Martelkamer,İşkence Odası
L_BIOME_CAVE,,Arachnid Nest,アラクニドの巣,Spinnennest,Nid d'Arachnide,Nido de Arácnido,Ninho de Aracnídeo,Паучье Гнездо,Nido di Aracnidi,蜘蛛巢穴,蜘蛛巢穴,거미 둥지,Gniazdo Arachnidów,Павуче Гніздо,Spinnennest,Örümcek Yuvası
L_BIOME_DESERT,,The Barrens,不毛の地,Die Ödlande,Les Terres Désolées,Los Páramos,Os Ermos,Пустоши,Le Lande Desolate,荒原,荒地,황무지,Pustkowia,Пустища,De Woestenij,Çorak Topraklar
L_BIOME_ISLAND,,Faraway Enclave,遠方の飛地,Entlegene Enklave,Enclave Lointaine,Enclave Lejano,Enclave Distante,Дальний Заповедник,Enclave Remota,遙遠飛地,遥远飞地,먼 곳의 은신처,Odległa Enklawa,Віддалений Анклав,Verre Enclave,Uzak Yerleşke
L_BIOME_UNDERWATER,,Where the Dead Ships Dwell,死せる船の住処,Wo die toten Schiffe ruhen,Là où Gisent les Navires Morts,Donde Moran los Barcos Muertos,Onde os Navios Mortos Habitam,Пристанище Погибших Кораблей,Dove Dimorano le Navi dei Morti,亡船棲息之地,亡船栖息之地,죽은 배들이 머무는 곳,Gdzie Spoczywają Martwe Okręty,Де Оселяються Мертві Кораблі,Waar de Dode Schepen Verblijven,Ölü Gemilerin Mesken Tuttuğu Yer
L_BIOME_SPACE,,Eternity's End,永遠の終焉,Ewigkeits Ende,Fin de l'Éternité,El Fin de la Eternidad,Fim da Eternidade,Край Вечности,Fine dell'Eternità,永恆終焉,永恒终焉,영원의 끝,Kres Wieczności,Кінець Вічності,Einde der Eeuwigheid,Sonsuzluğun Sonu
L_BIOME_JUNGLE,,Cutthroat Jungle,カットスロート・ジャングル,Halsabschneider-Dschungel,Jungle Impitoyable,Jungla Despiadada,Selva Implacável,Джунгли Головорезов,Giungla dei Tagliagole,殺戮叢林,刀锋丛林,살인마의 정글,Dżungla Bezwzględnych,Безжальні Джунглі,Meedogenloze Jungle,Haydut Ormanı
L_BIOME_FOREIGNKINGDOM,,Kingdom of Heretics,異端者の王国,Königreich der Ketzer,Royaume des Hérétiques,Reino de Herejes,Reino dos Hereges,Королевство Еретиков,Regno degli Eretici,異教徒王國,异教徒王国,이단자들의 왕국,Królestwo Heretyków,Королівство Єретиків,Koninkrijk der Ketters,Sapkınlar Krallığı
L_BIOME_AUTUMN,,Blood Grove,血の林,Bluthain,Bosquet Sanglant,Arboleda Sangrienta,Bosque Sangrento,Кровавая Роща,Boschetto di Sangue,血林,血林,블러드 그로브,Gaj Krwi,Кривавий Гай,Bloedwoud,Kan Korusu
L_BIOME_VOID,,Bastion of the Void,虚無の砦,Bastion der Leere,Bastion du Néant,Bastión del Vacío,Bastião do Vazio,Бастион Пустоты,Bastione del Vuoto,虛空堡壘,虚空堡垒,공허의 요새,Bastion Pustki,Бастіон Порожнечі,Bastion van de Leegte,Boşluğun Kalesi
L_BIOME_PURGATORY,,Sanctum Umbra,サンクタム・アンブラ,Sanctum Umbra,Sanctum Umbra,Sanctum Umbra,Santuário Sombrio,Святилище Теней,Sanctum Umbra,闇影聖殿,暗影圣殿,성역의 그림자,Sanktuarium Cienia,Святилище Тіні,Heiligdom van Schaduw,Gölge Tapınağı
