Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_CRIT_PLAGUESOOTHSAYER,,Plague Soothsayer,疫病予言者,Pestprophet,Prophète de la Peste,Adivino de la Plaga,Vidente da Peste,Прорицатель Чумы,Araldo della Peste,瘟疫預言師,瘟疫预言者,역병 예언자,Wieszcz Zarazy,Віщун Чуми,Pestprofeet,Veba Falcısı
L_CRIT_PLAGUESURGEON,,Plague Surgeon,疫病医師,Seuchendoktor,Chirurgien de la Peste,Cirujano de la Plaga,Cirurgião da Peste,Чумной Хирург,Chirurgo della Peste,瘟疫外科醫生,瘟疫医师,역병 의사,Chirurg Plagi,Чумний Хірург,Pestdokter,Veba Cerrahı
L_CRIT_TERRAVULPES,,Terra Vulpes,テラ・ヴァルペス,Terra Vulpes,Terra Vulpes,Terra Vulpes,Terra Vulpes,Терра Вульпес,Terra Vulpes,地靈狐,地狐,테라 불페스,Terra Vulpes,Терра Вульпес,Terra Vulpes,Terra Vulpes
L_CRIT_DECAYINGVULPES,,Decaying Vulpes,腐敗するヴルペス,Verfallender Vulpes,Vulpes en Décomposition,Vulpes en Descomposición,Vulpes em Decomposição,Разлагающийся Вульпес,Volpe Putrescente,腐朽狐狸,腐朽狐狸,부패하는 여우,Gnijący Vulpes,Гниючий Вульпес,Rottende Vos,Çürüyen Vulpes
L_CRIT_LOSTVULPES,,Lost Vulpes,失われたヴァルペス,Verlorener Vulpes,Vulpes Perdu,Vulpes Perdido,Vulpes Perdida,Потерянный Вульпес,Vulpes Perduta,失落的狐狸,迷失狐狸,잃어버린 불페스,Zaginiony Vulpes,Загублений Вульпес,Verloren Vulpes,Kayıp Vulpes
L_CRIT_SKYWARDVULPES,,Skyward Vulpes,スカイワード・ヴァルペス,Himmelsfuchs,Vulpes Céleste,Vulpes Celestial,Vulpes Celestial,Небесный Вульпес,Vulpes Celeste,天翔赤狐,天翔灵狐,천공의 여우,Niebiański Vulpes,Небесна Лисиця,Hemelse Vos,Göğe Yükselen Tilki
L_CRIT_SPIRITVULPES,,Spirit Vulpes,霊狐,Geist-Vulpes,Vulpes Spirituel,Zorro Espiritual,Raposa Espiritual,Дух Вульпес,Volpe Spirituale,靈狐,灵狐,영혼 여우,Duchowy Lis,Дух Лисиці,Geest Vulpes,Ruh Tilkisi
L_CRIT_COSMOSVULPES,,Cosmos Vulpes,コスモス・ヴァルペス,Cosmos Vulpes,Cosmos Vulpes,Cosmos Vulpes,Cosmos Vulpes,Космос Вульпес,Cosmos Vulpes,宇宙狐,宇宙狐,코스모스 벌페스,Cosmos Vulpes,Космос Вульпес,Cosmos Vulpes,Cosmos Vulpes
L_CRIT_STAGCELESTIAL,,Stag Celestial,スタッグ・セレスティアル,Himmelsgeweihter,Cerf Céleste,Ciervo Celestial,Celestial Cervo,Небесный Олень,Cervo Celestiale,鹿神仙,鹿天神,사슴 천체,Niebiański Jeleń,Небесний Олень,Hemelse Hert,Göksel Geyik
L_CRIT_STAGGUARDIAN,,Stag Guardian,鹿の守護者,Hirschbeschützer,Gardien Cerf,Guardián Ciervo,Guardião Cervo,Страж-Олень,Guardiano Cervo,鹿神守護者,鹿角守护者,사슴 수호자,Strażnik Jeleń,Олень-Охоронець,Hertenbeschermer,Geyik Muhafızı
L_CRIT_STAGIDOL,,Stag Idol,鹿の偶像,Hirschgötze,Idole du Cerf,Ídolo de Ciervo,Ídolo de Cervo,Идол Оленя,Idolo del Cervo,鹿神像,雄鹿神像,사슴 우상,Bożek Jeleni,Ідол Оленя,Hertenheilige,Geyik İdolü
L_CRIT_STAGOVERSEER,,Stag Overseer,鹿の監督者,Hirschaufseher,Surveillant Cerf,Supervisor de Ciervos,Supervisor de Cervos,Надзиратель-Олень,Sorvegliante Cervo,鹿角監督者,雄鹿监工,수사슴 감독관,Nadzorca Jeleni,Олень-Наглядач,Hertopzichter,Geyik Gözetmen
L_CRIT_STAGROYAL,,Stag Royal,スタッグロイヤル,Königshirsch,Cerf Royal,Ciervo Real,Cervo Real,Королевский Олень,Cervo Reale,皇家雄鹿,鹿王,왕사슴,Królewski Jeleń,Королівський Олень,Koninklijk Hert,Geyik Kral
L_CRIT_STAGSPIRIT,,Stag Spirit,鹿霊,Hirschgeist,Esprit du Cerf,Espíritu de Ciervo,Espírito do Cervo,Дух Оленя,Spirito del Cervo,鹿靈,雄鹿之灵,사슴 영혼,Duch Jelenia,Дух Оленя,Hertgeest,Geyik Ruhu
L_CRIT_ETHEREALBASILISK,,Ethereal Basilisk,エーテルバジリスク,Ätherischer Basilisk,Basilic Éthéré,Basilisco Etéreo,Basilisco Etéreo,Эфирный Василиск,Basilisco Etereo,幽靈蛇怪,虚空蛇怪,환영 바실리스크,Eteryczny Bazyliszek,Ефірний Василіск,Etherische Basilisk,Esrarengiz Basilisk
L_CRIT_DORMANTBASILISK,,Dormant Basilisk,休眠バジリスク,Ruhender Basilisk,Basilic dormant,Basilisco Durmiente,Basilisco Adormecido,Спящий Василиск,Basilisco Dormiente,休眠的蛇怪,休眠蛇怪,휴면 바실리스크,Uśpiony Bazyliszek,Сплячий Василіск,Slapende Basilisk,Uyuyan Bazilisk
L_CRIT_LURKINGBASILISK,,Lurking Basilisk,潜伏するバジリスク,Lauernder Basilisk,Basilic Embusqué,Basilisco Acechante,Basilisco Espreitante,Затаившийся Василиск,Basilisco in Agguato,潛伏的蛇怪,潜伏蛇怪,잠복한 바실리스크,Czający się Bazyliszek,Причаєний Василіск,Sluipende Basilisk,Pusuya Yatan Bazilisk
L_CRIT_CRASHINGBASILISK,,Crashing Basilisk,クラッシング・バジリスク,Stürmender Basilisk,Basilic Fracassant,Basilisco Arrollador,Basilisco Devastador,Сокрушающий Василиск,Basilisco Devastante,猛衝巨蜥,猛冲蛇怪,돌격하는 바실리스크,Miażdżący Bazyliszek,Руйнівний Василіск,Neerstortende Basilisk,Çarpan Basilisk
L_CRIT_ROARINGBASILISK,,Roaring Basilisk,咆哮するバジリスク,Brüllender Basilisk,Basilic Rugissant,Basilisco Rugiente,Basilisco Rugidor,Ревущий Василиск,Basilisco Ruggente,咆哮蛇怪,咆哮蜥蜴王,포효하는 바실리스크,Ryczący Bazyliszek,Ревучий Василіск,Brullende Basilisk,Kükreyen Basilisk
L_CRIT_STOMPINGBASILISK,,Stomping Basilisk,踏みつけるバジリスク,Stampfender Basilisk,Basilic Piétineur,Basilisco Aplastante,Basilisco Pisoteador,Топчущий Василиск,Basilisco Pestante,踐踏蜥蜴,践踏蜥蜴,짓밟는 바실리스크,Miażdżący Bazyliszek,Тупотливий Василіск,Stampende Basilisk,Ezici Basilisk
L_CRIT_FIRESALAMANDER,,Fire Salamander,ファイアサラマンダー,Feuersalamander,Salamandre de Feu,Salamandra de Fuego,Salamandra de Fogo,Огненная Саламандра,Salamandra di Fuoco,火蜥蜴,火蜥蜴,불 도롱뇽,Ognista Salamandra,Вогняна Саламандра,Vuursalamander,Ateş Semenderi
L_CRIT_THUNDERSALAMANDER,,Thunder Salamander,サンダーサラマンダー,Donnersalamander,Salamandre Tonnerre,Salamandra del Trueno,Salamandra Trovão,Громовая Саламандра,Salamandra del Tuono,雷霆蠑螈,雷电蝾螈,천둥 도롱뇽,Grzmiący Salamander,Громова Саламандра,Dondersalamander,Gök Semenderi
L_CRIT_WATERSALAMANDER,,Water Salamander,ウォーターサラマンダー,Wassersalamander,Salamandre d'eau,Salamandra de Agua,Salamandra Aquática,Водяная Саламандра,Salamandra d'Acqua,水蠑螈,水蝾螈,물 도롱뇽,Wodna Salamandra,Водяна Саламандра,Watersalamander,Su Semenderi
L_CRIT_WINDSALAMANDER,,Wind Salamander,ウィンド・サラマンダー,Windsalamander,Salamandre du Vent,Salamandra de Viento,Salamandra do Vento,Ветряной Саламандр,Salamandra del Vento,風蜥蜴,风蜥蜴,바람 샐러맨더,Salamandra Wiatru,Вітряна Саламандра,Windsalamander,Rüzgar Semenderi
L_CRIT_ICESALAMANDER,,Ice Salamander,アイスサラマンダー,Eissalamander,Salamandre de glace,Salamandra de Hielo,Salamandra de Gelo,Ледяная Саламандра,Salamandra di Ghiaccio,冰蜥蜴,冰蜥蜴,얼음 도롱뇽,Lodowa Salamandra,Крижана Саламандра,IJssalamander,Buz Semenderi
L_CRIT_EARTHSALAMANDER,,Earth Salamander,アースサラマンダー,Erdsalamander,Salamandre de Terre,Salamandra de Tierra,Salamandra da Terra,Земляной Саламандр,Salamandra di Terra,地靈蜥,地火蜥蜴,대지 샐러맨더,Ziemny Salamander,Земляна Саламандра,Aardsalamander,Toprak Semenderi
L_CRIT_VEGETABLEDUMPLING,,Vegetable Dumpling,ベジタブル餃子,Gemüseteigtasche,Ravioli aux légumes,Empanadilla de Verduras,Bolinho de Legumes,Овощной пельмень,Raviolo di Verdure,蔬菜餃子,素饺子,야채 만두,Pierogi z warzywami,Овочевий пельмень,Groenteknoedel,Sebzeli Mantı
L_CRIT_AEGISANGEL,,Aegis Angel,イージス・エンジェル,Ägis-Engel,Ange d'Égide,Ángel Égida,Anjo de Égide,Ангел-Эгида,Angelo dell'Egida,神盾天使,神盾天使,수호천사,Anioł Egidy,Ангел Егіди,Aegisengel,Kalkan Meleği
L_CRIT_AMETHYSTPARAGON,,Amethyst Paragon,アメジストの模範,Amethyst-Paragon,Parangon d'Améthyste,Parangón de Amatista,Paradigma de Ametista,Аметистовый Парагон,Paragone di Ametista,紫水晶典範,紫晶典范,자수정 파라곤,Ametystowy Wzorzec,Аметистовий Парагон,Amethyst Parangon,Ametist Örnek
L_CRIT_ANCIENTYETI,,Ancient Yeti,古代イェティ,Uralter Yeti,Yéti Ancien,Yeti Ancestral,Yeti Ancestral,Древний Йети,Yeti Antico,遠古雪怪,远古雪人,고대 예티,Pradawny Yeti,Прадавній Єті,Oeroude Yeti,Kadim Yeti
L_CRIT_APISWARRIOR,,Apis Warrior,アピスの戦士,Apis-Krieger,Guerrier d'Apis,Guerrero Apis,Guerreiro de Apis,Воин Аписа,Guerriero Apis,蜜蜂戰士,阿匹斯战士,아피스 전사,Wojownik Apisa,Воїн Апіса,Apis Krijger,Apis Savaşçısı
L_CRIT_ASPECTOFCHANGE,,Aspect of Change,変化の相,Aspekt der Veränderung,Aspect du Changement,Aspecto del Cambio,Aspecto da Mudança,Аспект Перемен,Aspetto del Cambiamento,變化相,变化之相,변화의 양상,Aspekt Zmiany,Аспект Змін,Aspect van Verandering,Değişim Yönü
L_CRIT_ASPECTOFTIME,,Aspect of Time,時間の相,Aspekt der Zeit,Aspect du Temps,Aspecto del Tiempo,Aspecto do Tempo,Аспект Времени,Aspetto del Tempo,時間層面,时间方面,시간의 면모,Aspekt Czasu,Аспект Часу,Aspect van Tijd,Zaman Yönü
L_CRIT_ZANTAI,,Zantai,ザンタイ,Zantai,Zantai,Zantai,Zantai,Зантай,Zantai,贊泰,赞泰,잔타이,Zantai,Зантай,Zantai,Zantai
L_CRIT_ADDLEDLEPER,,Addled Leper,混乱した癩病患者,Verwirrter Aussätziger,Lépreux Confus,Leproso Confundido,Leproso Confuso,Одурманенный Прокажённый,Lebbroso Confuso,迷惑的痲瘋病患,迷糊麻风病患,혼란에 빠진 나병환자,Oszołomiony Trędowaty,Спантеличений Прокажений,Verwarde Melaatse,Sersem Cüzzamlı
L_CRIT_THYLACINE,,Thylacine,サイラシン,Beutelwolf,Thylacine,Tilacino,Tilacino,Тилацин,Tilacino,袋狼,袋狼,타스마니아 타이거,Tygrys tasmański,Тилацин,Buidelwolf,Tilasın
L_CRIT_BOUNDCERBERUS,,Bound Cerberus,縛られたケルベロス,Gefesselter Zerberus,Cerbère Enchaîné,Cerbero Encadenado,Cérbero Aprisionado,Скованный Цербер,Cerbero Vincolato,束縛的地獄犬,束缚的地狱犬,속박된 케르베로스,Związany Cerber,Прив'язаний Цербер,Gebonden Cerberus,Bağlı Kerberos
L_CRIT_BROWNIELONER,,Brownie Loner,ブラウニー・ローナー,Einsamer Brownie,Solitaire Brownie,Solitario Brownie,Solitário Brownie,Одинокий Брауни,Solitario Brownie,布朗尼獨行者,布朗尼独行者,브라우니 로너,Samotny Skrzat,Самотній Брауні,Eenzame Brownie,Yalnız Cin
L_CRIT_CARNAGEDEVOURER,,Carnage Devourer,カーネージ・デヴァウラー,Schlachtenfresser,Dévoreur de Carnage,Devorador de Carnicería,Devorador de Carnificina,Пожиратель Бойни,Divoratore di Carneficina,殘殺吞噬者,屠戮吞噬者,학살 포식자,Pożeracz Rzezi,Пожирач Різанини,Slachtingverslinder,Katliam Yiyici
L_CRIT_CARVERCHOPPER,,Carver Chopper,カーバー・チョッパー,Holzfäller-Hackmesser,Hachoir de Sculpteur,Cortador Carver,Cutelo do Entalhador,Рубило Карвера,Mannaia di Carver,雕刻者砍刀,雕刻者斧头,카버 초퍼,Rębacz Carvera,Сокира Різьбяра,Houthakkersbijl,Oduncu Baltası
L_CRIT_CELESTIALOCCULTIST,,Celestial Occultist,天界秘術師,Himmlischer Okkultist,Occultiste Céleste,Ocultista Celestial,Ocultista Celestial,Небесный Оккультист,Occultista Celeste,天界秘術師,天体术士,천체 밀교도,Niebiański Okultysta,Небесний Окультист,Hemelse Occultist,Göksel Okültist
L_CRIT_CREEPINGARACHNALISK,,Creeping Arachnalisk,忍び寄るアラクナリスク,Kriechende Arachnaliske,Arachnalisque Rampant,Aracnalisco Reptante,Aracnalisco Rastejante,Крадущийся Арахналиск,Aracnalisco Strisciante,潛行蛛魔,潜行蛛魔,기어다니는 아라크날리스크,Skradający się Arachnalisk,Повзучий Арахналіск,Sluipende Arachnalisk,Sürünen Örümcekcanavar
L_CRIT_CURSEDSLIME,,Cursed Slime,呪われたスライム,Verfluchter Schleim,Slime Maudit,Limo Maldito,Limo Amaldiçoado,Проклятый слизень,Melma Maledetta,詛咒史萊姆,诅咒史莱姆,저주받은 슬라임,Przeklęty Szlam,Проклятий слиз,Vervloekte Slijm,Lanetli Balçık
L_CRIT_DECEPTIVEFIEND,,Deceptive Fiend,欺瞞の悪魔,Trügerischer Unhold,Démon Trompeur,Engañador Maligno,Demônio Enganador,Коварный Демон,Demone Ingannevole,詭詐魔物,欺诈魔,기만적인 마귀,Zwodniczy Diabeł,Підступний Демон,Bedrieglijke Duivel,Aldatıcı İblis
L_CRIT_PRIESTVIZIER,,Priest Vizier,神官宰相,Priester-Wesir,Vizir Prêtre,Visir Sacerdote,Vizir Sacerdote,Жрец-Визирь,Visir Sacerdote,祭司大臣,祭司大臣,사제 비지에르,Kapłan Wezyr,Жрець-візир,Priestervizier,Rahip Vezir
L_CRIT_DIABOLICBHUTA,,Diabolic Bhuta,魔性のブータ,Diabolischer Bhuta,Bhuta Diabolique,Bhuta Diabólico,Bhuta Diabólico,Дьявольский Бхута,Bhuta Diabolico,惡魔般的布塔,恶魔般的布塔,악마의 부타,Diaboliczny Bhuta,Диявольська Бхута,Duivelse Bhuta,Şeytani Bhuta
L_CRIT_VENGEFULDJINN,,Vengeful Djinn,復讐のジン,Rachsüchtiger Dschinn,Djinn Vengeur,Djinn Vengativo,Djinn Vingativo,Мстительный джинн,Djinn Vendicativo,復仇神靈,复仇巨灵,복수의 지니,Mściwy Dżinn,Мстивий джин,Wraakzuchtige Djinn,İntikamcı Cin
L_CRIT_DOCILEWOLPERTINGER,,Docile Wolpertinger,おとなしいヴォルペルティンガー,Zahmer Wolpertinger,Wolpertinger Docile,Wolpertinger Dócil,Wolpertinger Dócil,Покорный Вольпертингер,Wolpertinger Docile,溫馴的鹿角兔,温顺的鹿角兔,온순한 울퍼팅거,Potulny Wolpertinger,Покірний Вольпертінгер,Volgzame Wolpertinger,Uysal Wolpertinger
L_CRIT_CITADEL,,Citadel,シタデル,Zitadelle,Citadelle,Ciudadela,Cidadela,Цитадель,Cittadella,城塞,堡垒,성채,Cytadela,Цитадель,Citadel,Kale
L_CRIT_FLAMETONGUEEFREET,,Flametongue Efreet,フレイムタング・イフリート,Flammenzungen-Ifrit,Éfreet Langue-de-Feu,Ifrit Lenguallamas,Efreet Língua de Fogo,Ифрит Огненного Языка,Efreet Linguafiamma,火舌火靈,火舌火灵,화염의 이프리트,Ognistojęzyczny Ifryt,Вогнеязикий Іфрит,Vuurtonggenie,Alevdil İfrit
L_CRIT_DRYADSEDUCTRESS,,Dryad Seductress,ドライアドの誘惑者,Dryaden-Verführerin,Séductrice Dryade,Seductora Dríade,Sedutora Dríade,Соблазнительница-дриада,Seduttrice Driade,樹精誘惑者,树妖诱惑者,드라이어드 유혹자,Uwodzicielska Driada,Спокусниця-Дріада,Bosnimf Verleidster,Dryad Baştan Çıkarıcı
L_CRIT_ANCIENTENT,,Ancient Ent,古代のエント,Uralter Ent,Ent Ancien,Ent Antiguo,Ent Ancestral,Древний Энт,Ent Antico,遠古樹精,远古树精,고대 엔트,Pradawny Ent,Прадавній Ент,Oeroude Ent,Kadim Ent
L_CRIT_FESTERINGGHOUL,,Festering Ghoul,腐敗グール,Eiternder Ghul,Goule Purulente,Necrófago Purulento,Carniçal Purulento,Гниющий Упырь,Ghoul Putrescente,腐爛食屍鬼,腐烂食尸鬼,썩어가는 구울,Gnijący Upiór,Гниючий Упир,Etterende Ghoul,Çürüyen Gulyabani
L_CRIT_FOGSPIRIT,,Fog Spirit,霧の精霊,Nebelgeist,Esprit de Brume,Espíritu de Niebla,Espírito da Névoa,Туманный Дух,Spirito della Nebbia,霧靈,雾灵,안개 영혼,Duch Mgły,Туманний Дух,Mistgeest,Sis Ruhu
L_CRIT_FROSTBITEWIGHT,,Frostbite Wight,フロストバイト・ワイト,Frostbiss-Wiedergänger,Spectre du Gel,Aparición Helada,Espectro Gélido,Морозный Умертвие,Spettro del Gelo,霜噬屍鬼,霜噬尸灵,서리맹독 망령,Lodowy Upiornik,Крижаний Упир,Vorstwicht,Ayaz Hortlağı
L_CRIT_GORGONTRICKSTER,,Gorgon Trickster,ゴルゴンの詐欺師,Gorgonen-Trickser,Fourbe Gorgone,Embaucador Gorgón,Trapaceiro Górgona,Горгона-обманщица,Imbroglione Gorgone,蛇髮女妖詐騙師,蛇发女妖骗术师,고르곤 트릭스터,Oszust Gorgona,Горгона-трикстер,Gorgon Bedrieger,Gorgon Hilebazı
L_CRIT_GRAVELEPER,,Grave Leper,墓場の癩病患者,Grabaussätziger,Lépreux de la Tombe,Leproso Sepulcral,Leproso Sepulcral,Прокаженный Могильщик,Lebbroso della Tomba,墓地癩者,墓穴麻风病患,무덤 나병환자,Trędowaty Grabarz,Прокажений Могильник,Graflepra,Mezar Cüzzamlısı
L_CRIT_GRIFFONARCHER,,Griffon Archer,グリフォンアーチャー,Greifenbogenschütze,Archer Griffon,Arquero Grifo,Arqueiro Grifo,Грифоний Лучник,Arciere Grifone,獅鷲弓箭手,狮鹫弓箭手,그리폰 궁수,Łucznik Gryf,Грифоновий Лучник,Griffioen Boogschutter,Grifon Okçusu
L_CRIT_HARPYMARAUDER,,Harpy Marauder,ハーピー・マローダー,Harpyien-Marodeur,Maraudeuse Harpie,Merodeador Arpía,Saqueador Harpia,Мародёр-гарпия,Predone Arpia,鷹身女妖掠奪者,鹰身女妖掠夺者,하피 약탈자,Grabieżca Harpia,Мародер-Гарпія,Harpij Plunderaar,Harpi Yağmacısı
L_CRIT_HIDDENGRIMOIRE,,Hidden Grimoire,隠された魔道書,Verborgenes Grimoire,Grimoire Caché,Grimorio Oculto,Grimório Oculto,Скрытый Гримуар,Grimorio Nascosto,隱藏魔典,隐秘魔典,숨겨진 마법서,Ukryty Grimuar,Прихований Гримуар,Verborgen Grimoire,Gizli Grimuar
L_CRIT_HUNTERSCOUT,,Hunter Scout,ハンタースカウト,Jägerspäher,Éclaireur Chasseur,Explorador Cazador,Batedor Caçador,Охотник-разведчик,Esploratore Cacciatore,獵人斥候,猎人侦察兵,사냥꾼 정찰병,Zwiadowca Łowca,Мисливець-розвідник,Jager Verkenner,Avcı İzci
L_CRIT_INDUSTRIASSANCTUS,,Industrias Sanctus,インダストリアス・サンクタス,Industrias Sanctus,Industrias Sanctus,Industrias Sanctus,Indústrias Sanctus,Индустрии Санктус,Industrias Sanctus,聖徒工業,圣徒工业,인더스트리아스 상크투스,Industrias Sanctus,Індустріас Санктус,Industrias Sanctus,Industrias Sanctus
